Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Utilities,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Street_Pave,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAn,Condition_2_Other,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Roof_Matl_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_BrkFace,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Mas_Vnr_Type_nan,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,BsmtFin_Type_1_BLQ,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_LwQ,BsmtFin_Type_1_No_Basement,BsmtFin_Type_1_Rec,BsmtFin_Type_1_Unf,BsmtFin_SF_2_Other,Heating_Other,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Othr,Misc_Feature_Shed,Misc_Feature_nan,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial
1895,534403420,0,11382,2.0,3.0,2.0,2.0,5.0,4.0,1964,1964,212,1.0,2.0,2.0,2.0,1.0,1,3.0,533,1130,2.0,3.0,1374,0,0,1374,0,1,1,0,3,1,2.0,7,3.0,1,3.0,2.0,1,286,3.0,3.0,2.0,0,28,84,0,0,0,0.0,1.0,0,8,2007,-93.6276375,42.0413937,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2534,534201250,72,8640,3.0,3.0,2.0,2.0,4.0,4.0,1968,1968,300,1.0,2.0,3.0,1.0,2.0,1,3.0,56,900,4.0,3.0,884,886,0,1770,1,0,1,1,4,1,2.0,7,3.0,0,0.0,2.0,2,530,3.0,3.0,2.0,0,60,0,0,270,0,0.0,0.0,455,6,2006,-93.626097,42.045728,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
978,923228110,21,1477,3.0,3.0,2.0,2.0,2.0,2.0,1970,1970,0,1.0,2.0,3.0,2.0,3.0,3,1.0,121,630,2.0,3.0,630,0,0,630,1,0,1,0,1,1,2.0,3,3.0,0,0.0,1.0,1,286,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,4,2009,-93.603111,41.99217,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1166,533213070,24,2280,3.0,3.0,2.0,2.0,6.0,4.0,1999,1999,360,1.0,2.0,3.0,2.0,1.0,1,1.0,195,744,3.0,3.0,757,744,0,1501,0,0,2,1,3,1,2.0,6,3.0,0,0.0,1.0,2,440,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,8,2008,-93.644172,42.047102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
684,535453100,80,8000,3.0,3.0,2.0,2.0,4.0,4.0,1959,1959,0,1.0,2.0,3.0,2.0,3.0,3,3.0,0,528,2.0,3.0,1183,0,0,1183,1,0,1,0,3,1,2.0,6,3.0,0,0.0,2.0,1,288,3.0,3.0,2.0,0,0,0,0,0,0,0.0,4.0,0,7,2009,-93.605968,42.035706,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1994,902302150,85,13600,3.0,3.0,2.0,2.0,4.0,4.0,1900,1950,0,1.0,2.0,2.0,2.0,1.0,7,1.0,662,662,2.0,3.0,1422,915,0,2337,0,0,2,0,5,2,2.0,10,0.0,0,0.0,1.0,2,560,3.0,3.0,2.0,0,57,0,0,0,0,0.0,0.0,0,9,2007,-93.616911,42.029223,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
654,535354100,50,8000,3.0,3.0,2.0,2.0,5.0,5.0,1948,2002,0,1.0,3.0,2.0,2.0,1.0,1,1.0,292,972,4.0,3.0,972,0,0,972,1,0,1,0,2,1,2.0,5,3.0,1,4.0,1.0,1,240,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,5,2009,-93.617182,42.034746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1833,533120030,0,9572,2.0,3.0,2.0,2.0,7.0,4.0,1990,1990,336,2.0,2.0,4.0,2.0,1.0,3,1.0,971,1453,4.0,3.0,1453,1357,0,2810,0,0,2,1,4,1,3.0,9,3.0,1,5.0,2.0,2,750,-1.0,-1.0,2.0,500,0,0,0,0,0,0.0,0.0,0,6,2007,-93.653082,42.047384,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
986,923400025,85,14115,2.0,3.0,2.0,2.0,4.0,4.0,1993,1995,0,1.0,2.0,3.0,2.0,1.0,3,1.0,64,796,4.0,3.0,796,566,0,1362,1,0,1,1,1,1,2.0,5,3.0,0,0.0,1.0,2,480,3.0,3.0,2.0,40,30,0,320,0,0,0.0,1.0,700,10,2009,-93.609453,41.986502,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2381,528106010,111,16259,3.0,3.0,2.0,2.0,8.0,4.0,2006,2006,370,1.0,2.0,4.0,3.0,3.0,7,1.0,1249,1249,4.0,3.0,1249,1347,0,2596,0,0,3,1,4,1,3.0,9,3.0,0,0.0,2.0,3,840,3.0,3.0,2.0,240,154,0,0,0,0,0.0,0.0,0,9,2006,-93.658226,42.061901,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2220,909282020,61,7259,2.0,3.0,2.0,1.0,5.0,7.0,1945,2002,0,1.0,2.0,2.0,2.0,1.0,1,2.0,104,1028,4.0,3.0,1436,884,0,2320,1,0,2,1,3,1,3.0,9,3.0,1,3.0,1.0,1,180,3.0,3.0,2.0,224,0,0,0,0,0,0.0,1.0,0,7,2007,-93.642663,42.01629,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1541,909428170,56,26073,2.0,3.0,2.0,2.0,4.0,4.0,1956,1956,0,1.0,2.0,2.0,2.0,1.0,6,1.0,782,1898,4.0,2.0,1898,0,0,1898,0,0,2,1,3,1,2.0,7,3.0,2,3.0,1.0,2,484,3.0,3.0,2.0,0,51,224,0,0,0,0.0,1.0,0,4,2008,-93.640311,42.012638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2734,905403050,62,6488,3.0,3.0,2.0,2.0,4.0,4.0,1942,1950,0,1.0,2.0,2.0,2.0,1.0,4,1.0,569,799,4.0,2.0,799,351,0,1150,0,0,1,0,3,1,2.0,6,2.0,2,3.0,1.0,1,215,3.0,3.0,2.0,264,0,0,0,0,0,0.0,0.0,0,3,2006,-93.665153,42.027664,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2603,535380130,60,10818,3.0,3.0,2.0,2.0,2.0,2.0,1910,1950,0,1.0,2.0,1.0,2.0,1.0,7,1.0,1077,1077,2.0,2.0,981,779,0,1760,0,0,1,1,4,1,2.0,7,3.0,1,3.0,1.0,2,648,2.0,3.0,2.0,120,0,96,0,0,0,0.0,0.0,0,2,2006,-93.612266,42.035857,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1675,527427200,26,10943,1.0,3.0,2.0,2.0,5.0,4.0,1997,1998,0,2.0,2.0,3.0,2.0,1.0,3,1.0,475,1405,4.0,3.0,1337,0,0,1337,1,0,2,0,2,1,3.0,5,3.0,1,3.0,3.0,2,522,3.0,3.0,2.0,0,68,0,0,0,0,0.0,0.0,0,10,2007,-93.624431,42.055319,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
902,908276150,0,8926,2.0,3.0,2.0,2.0,2.0,3.0,1956,1956,0,1.0,2.0,2.0,2.0,1.0,7,1.0,672,672,4.0,2.0,960,0,0,960,0,0,1,0,3,1,2.0,5,3.0,0,0.0,1.0,1,288,3.0,3.0,2.0,64,0,0,0,160,0,0.0,1.0,0,10,2009,-93.663302,42.018592,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2792,907254050,45,9468,1.0,3.0,2.0,2.0,5.0,4.0,1999,1999,148,1.0,2.0,3.0,2.0,2.0,3,1.0,201,840,4.0,3.0,840,915,0,1755,1,0,2,1,3,1,2.0,7,3.0,1,3.0,2.0,2,530,3.0,3.0,2.0,176,73,0,0,0,0,0.0,0.0,0,8,2006,-93.684421,42.017854,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2522,533253160,40,3876,2.0,3.0,2.0,2.0,7.0,4.0,1978,1978,0,2.0,2.0,3.0,2.0,4.0,3,3.0,48,1226,2.0,3.0,1226,0,0,1226,1,0,1,0,1,1,3.0,4,3.0,1,3.0,3.0,2,484,3.0,3.0,2.0,133,60,0,0,0,0,0.0,0.0,0,7,2006,-93.649329,42.043351,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2023,903400040,60,13515,3.0,3.0,2.0,2.0,5.0,5.0,1919,1950,0,1.0,2.0,2.0,2.0,1.0,7,1.0,764,764,4.0,2.0,1060,764,0,1824,0,0,1,0,3,1,2.0,8,3.0,1,4.0,1.0,2,520,3.0,3.0,0.0,0,0,126,0,0,0,0.0,3.0,0,7,2007,-93.62576,42.029451,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
220,905103060,0,11341,2.0,3.0,2.0,2.0,4.0,5.0,1957,1996,180,1.0,2.0,3.0,2.0,1.0,1,1.0,90,1392,2.0,3.0,1392,0,0,1392,1,0,1,1,3,1,2.0,5,2.0,1,4.0,1.0,2,528,3.0,3.0,2.0,0,0,0,0,95,0,0.0,0.0,0,5,2010,-93.672381,42.03237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1913,535105110,100,9600,2.0,3.0,2.0,2.0,5.0,4.0,1961,1961,291,1.0,2.0,2.0,2.0,3.0,1,1.0,618,1218,2.0,3.0,1254,0,0,1254,1,0,1,0,3,1,2.0,6,3.0,1,4.0,2.0,2,525,3.0,3.0,2.0,0,0,0,0,168,0,0.0,0.0,0,5,2007,-93.615687,42.046714,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2328,527190050,44,5306,2.0,3.0,2.0,2.0,6.0,6.0,1987,1987,0,2.0,3.0,3.0,3.0,1.0,3,3.0,354,1064,3.0,3.0,1064,703,0,1767,1,0,2,0,2,1,3.0,5,3.0,1,3.0,2.0,2,504,-1.0,3.0,2.0,441,35,0,0,0,0,0.0,0.0,0,6,2006,-93.631572,42.059332,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2655,902206090,56,9576,3.0,3.0,2.0,2.0,5.0,6.0,1945,1950,0,1.0,2.0,1.0,2.0,1.0,6,1.0,460,770,2.0,3.0,885,297,0,1182,0,0,1,1,3,1,2.0,5,3.0,0,0.0,1.0,1,378,2.0,3.0,2.0,0,0,0,0,0,0,0.0,4.0,0,5,2006,-93.608938,42.030368,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
776,905108220,74,8740,2.0,3.0,2.0,2.0,4.0,5.0,1982,1982,0,1.0,2.0,2.0,2.0,3.0,1,1.0,168,840,2.0,3.0,860,0,0,860,1,0,1,0,2,1,2.0,4,3.0,0,0.0,1.0,2,528,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,7,2009,-93.671369,42.031138,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1300,902201120,50,6000,3.0,3.0,2.0,2.0,4.0,4.0,1948,1950,0,1.0,2.0,2.0,2.0,1.0,1,4.0,516,789,4.0,3.0,789,0,0,789,0,0,1,0,2,1,2.0,5,3.0,0,0.0,1.0,1,250,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,4,2008,-93.608867,42.033435,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
316,916386010,88,11896,2.0,3.0,2.0,2.0,6.0,4.0,2008,2008,60,2.0,2.0,3.0,2.0,1.0,3,1.0,1258,1336,4.0,3.0,1346,0,0,1346,1,0,2,0,3,1,3.0,6,3.0,1,3.0,3.0,3,660,3.0,3.0,2.0,100,48,0,0,0,0,0.0,0.0,0,5,2010,-93.649203,41.995346,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1638,527216080,52,51974,2.0,3.0,2.0,2.0,8.0,4.0,2006,2007,710,3.0,2.0,4.0,2.0,3.0,3,1.0,1559,2660,4.0,3.0,2338,0,0,2338,1,0,2,1,4,1,3.0,8,3.0,2,4.0,3.0,3,1110,-1.0,3.0,2.0,0,135,0,0,322,0,0.0,0.0,0,6,2007,-93.626366,42.061202,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
456,528175060,34,5001,2.0,3.0,2.0,2.0,6.0,4.0,2007,2008,166,2.0,2.0,3.0,2.0,1.0,3,1.0,410,1314,4.0,3.0,1314,0,0,1314,1,0,2,0,2,1,3.0,6,3.0,1,4.0,2.0,2,626,3.0,3.0,2.0,172,62,0,0,0,0,0.0,0.0,0,7,2009,-93.650244,42.058336,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1495,908151040,0,9638,2.0,3.0,2.0,2.0,5.0,5.0,1977,1977,0,1.0,2.0,2.0,2.0,3.0,1,3.0,541,1029,2.0,3.0,1117,0,0,1117,1,0,1,0,3,1,2.0,6,3.0,1,2.0,2.0,2,542,3.0,3.0,2.0,292,0,0,0,0,0,0.0,0.0,0,11,2008,-93.675294,42.018852,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
